A,B,C,D
1522,332,93,1163
1136,1144,1640,47
1618,1274,1446,367
158,79,79,1599
709,1418,709,1047
1760,1298,212,532
1666,649,522,670
787,1422,652,1527
389,389,389,461
361,361,361,211
404,202,202,1127
428,428,856,348
1338,845,251,50
560,1282,1869,1095
917,30,806,1631
1295,1751,1365,1975
1514,527,627,1577
1720,1273,1933,617
123,246,123,1914
879,1743,1186,1500
1774,1774,1774,1496
513,512,27,861
732,366,366,386
459,970,1893,1930
781,781,781,30
1014,1267,834,554
1359,1359,1359,502
172,344,172,617
955,1321,1083,404
515,1123,1195,1751
399,435,849,271
431,181,1709,1823
1530,935,445,169
1731,1112,1876,1766
464,371,656,1244
774,774,774,493
1042,967,234,467
492,246,246,193
1648,738,284,761
814,814,1628,928
1114,1114,1114,701
1004,1037,1164,1581
1244,1132,907,6
280,186,817,1646
640,320,320,407
1505,1130,524,1038
1823,1755,756,10
1254,627,627,178
500,76,1662,345
783,1181,407,464
458,441,1828,136
41,82,41,273
492,492,492,425
567,675,255,1898
364,1930,1489,1933
1518,1667,277,1192
2000,2000,2000,1342
804,804,1608,1954
395,1365,698,470
1213,1623,863,874
50,1708,1237,1722
78,156,78,179
782,1926,497,255
1581,1975,444,1065
883,374,59,961
500,500,1000,534
439,722,1383,981
1484,130,521,1852
551,1574,72,1510
967,967,967,158
1349,1110,280,291
1445,1549,1585,202
230,506,1431,1850
521,887,230,514
1489,883,730,103
724,686,1366,1017
804,421,1410,1265
388,889,1225,669
398,650,1465,410
27,54,27,1134
968,1936,968,728
1619,1619,1619,425
787,215,860,1217
1377,1709,1740,610
161,728,1657,1399
12,24,12,1816
972,972,972,1725
608,1537,679,1227
818,818,1636,1332
1002,319,1221,1224
765,765,765,166
49,213,1886,383
1544,456,640,1570
1421,1053,839,1268
1708,113,1125,592
654,327,327,468
1772,1772,1772,1145
728,1862,1627,447
690,1380,690,472
1615,386,893,1942
794,794,1588,1465
314,1911,1049,508
1189,675,1460,1199
526,263,263,52
1791,1146,418,1103
1966,1074,864,794
900,1800,900,1335
536,268,268,883
1534,767,767,1626
1482,1795,1878,1570
740,1480,740,1737
1781,900,1560,271
1238,991,1445,753
1589,1722,1454,1020
529,214,1329,1935
1172,1049,641,1232
668,1369,753,57
1235,1441,545,1964
429,544,1482,649
919,530,1643,1169
1981,1981,1981,563
208,87,1716,1160
350,700,350,1145
2000,1383,524,921
72,72,144,1424
806,1508,100,781
1489,1489,1489,1210
1679,1681,972,1053
74,666,47,863
1130,769,1240,140
744,583,1783,1258
383,1620,1632,1760
583,583,1166,1120
886,886,1772,245
414,414,828,1823
520,1639,1077,1943
450,900,450,1468
280,560,280,296
74,74,148,447
932,295,540,1723
1024,289,709,1346
1884,942,942,102
1254,739,612,1991
1648,824,824,1599
74,74,148,335
1916,1916,1916,665
1075,1578,1243,393
1493,991,230,1815
124,1727,674,500
536,1864,1492,1464
307,307,614,450
105,1105,754,1496
1442,1442,1442,52
1698,1160,742,1018
990,849,1082,638
972,486,486,1734
738,1951,791,348
173,802,1153,1488
1318,1706,329,244
807,1577,488,972
384,384,384,1967
198,198,396,1706
882,882,1764,1392
588,294,294,1038
1639,743,1728,1190
1860,418,1524,1094
14,7,7,1213
798,798,1596,1316
72,1964,619,1510
693,1074,1139,32
550,1100,550,1985
249,249,249,254
1965,913,564,1677
330,158,1229,1533
213,1247,301,202
1587,1180,210,1646
113,973,1247,1318
362,537,1905,1449
810,810,1620,1101
1483,1746,499,97
887,418,1774,1008
304,1820,1437,1541
365,730,365,1405
1042,744,656,1904
1158,390,1768,781
1987,635,955,1354
728,1456,728,848
687,53,1156,712
805,1304,1497,1955
576,1141,4,538
1780,1780,1780,1454
1169,1941,755,159
211,211,422,395
346,130,1041,1051
809,1618,809,834
1786,1426,734,1146
171,1397,1248,409
900,900,1800,1550
907,1777,1049,1787
576,1321,1148,379
785,785,1570,1118
1318,659,659,887
1769,1769,1769,1468
492,33,603,1704
924,462,462,1975
1130,1905,50,1055
43,962,631,846
1821,878,715,228
227,1624,195,1704
1571,1360,802,1187
290,496,896,507
1227,1404,1777,1888
785,785,1570,1742
782,1998,417,205
684,1368,684,1724
1764,322,1436,187
1854,927,927,157
580,580,1160,452
1576,1463,868,1777
101,101,202,58
120,120,240,1695
178,89,89,226
590,590,590,389
1336,1501,267,1796
914,914,1828,1009
235,210,566,1349
1368,684,684,454
315,630,315,333
1042,1482,664,707
1059,687,1320,1703
1634,1211,1070,1441
84,168,84,1026
441,1264,96,1492
1908,211,1940,504
1990,843,898,501
218,218,218,1995
963,1926,963,529
547,1811,239,1742
736,1472,736,598
1703,1812,123,1594
735,735,1470,362
1320,660,660,1315
487,768,1766,1247
591,591,1182,186
1069,1945,787,978
272,1549,1249,1456
1573,1108,1952,1408
1359,1359,1359,1387
1639,1798,1416,714
1737,1041,1444,869
451,1028,1661,448
1347,214,1820,1621
343,80,1005,303
956,1540,1203,834
1031,1776,1314,1536
571,602,1093,109
388,953,1475,1329
61,1403,1919,1447
1682,1659,218,1110
986,986,1972,1183
507,905,946,1639
1206,479,706,65
518,259,259,639
683,311,498,796
116,1435,1443,435
238,1758,1273,1226
1049,190,1657,1425
180,90,90,224
567,127,1294,1286
297,1821,1977,1139
879,1020,1207,839
68,1600,198,1354
1346,1199,1196,682
505,588,864,288
563,563,563,1371
1614,807,807,1416
575,575,1150,851
701,1607,1354,837
364,728,364,886
866,461,1514,1913
70,1185,397,1529
867,1775,982,584
1291,1988,124,1955
763,763,1526,939
386,193,193,1529
652,326,326,385
673,673,1346,789
675,1350,675,950
921,921,921,1925
1872,778,1022,273
1076,264,1288,62
488,244,244,360
128,1079,981,805
186,1334,1558,1218
450,1121,337,1862
719,719,1438,390
156,75,716,781
564,1128,564,1548
1572,534,1179,1534
204,408,204,554
904,1170,1097,1680
203,350,185,1586
1518,706,1247,1581
798,749,1197,1180
370,370,370,1482
1275,340,1093,1597
1874,78,1287,456
1269,1049,1161,784
534,534,534,247
727,1300,1097,65
1439,1930,1148,471
1548,1548,1548,383
651,1836,113,803
1592,796,796,436
602,1204,602,1778
1282,933,58,411
930,1724,1761,1638
1132,567,705,522
141,282,141,1427
383,766,383,1628
685,859,450,904
908,1925,138,1782
760,380,380,309
240,480,240,1805
48,96,48,141
1326,1023,1719,604
597,760,1990,1008
561,1022,230,936
652,1761,763,291
42,21,21,456
1386,263,1077,701
1430,481,353,1337
1212,1031,1073,172
1457,836,1753,1003
1061,1267,1279,51
740,1152,1490,975
1700,1700,1700,179
1685,1686,1015,1697
1887,805,1971,116
1613,1013,580,1937
1009,579,481,142
774,1989,932,1084
1724,1724,1724,651
1595,1985,203,943
284,755,1294,139
899,1798,899,1107
1395,1223,1917,1775
1660,721,1902,1376
1253,1101,391,60
665,665,1330,1054
1911,492,1779,52
1942,991,1224,929
760,594,1132,272
819,1638,819,1346
878,973,1233,1971
718,681,1456,937
358,713,1830,476
1714,857,857,883
1057,1798,1466,1230
1142,1378,449,1609
725,276,26,1591
1336,549,1297,1419
1273,1273,1273,1458
830,830,1660,259
855,855,855,171
436,436,872,888
44,1164,1068,1182
597,1265,503,1765
843,843,1686,1251
1916,683,1837,296
965,1864,1011,1964
1176,1375,1921,833
553,1781,1762,1704
761,1300,1378,874
310,658,1844,78
1905,1058,552,1818
1498,749,749,1927
1666,1645,1831,1943
408,408,408,1277
644,151,1959,112
1636,725,1030,1042
1243,243,280,794
1302,1756,538,1813
218,436,218,1048
1296,1460,47,1260
1116,364,346,229
1897,288,615,547
251,502,251,1362
157,694,139,315
800,1252,1783,495
1468,1607,1597,200
269,1589,1700,217
96,48,48,138
798,399,399,224
950,950,1900,1985
809,599,807,351
1116,1780,1696,87
1303,1745,265,734
1645,500,195,605
361,452,1505,1154
1962,981,981,805
549,175,1342,1656
114,1577,1472,401
1047,418,1478,1334
1532,1103,321,966
760,1965,845,1682
227,727,1925,647
1534,1095,1797,83
19,19,19,1001
1411,1940,1219,1150
155,1467,438,563
1641,1755,1255,400
893,1786,893,1340
280,484,529,1970
596,687,1421,939
1102,551,551,1498
143,494,1378,852
1145,460,1778,1105
538,1963,77,1830
883,586,1209,636
1203,1703,1010,1792
1839,780,409,281
560,560,1120,1166
1834,1834,1834,416
184,830,961,1262
325,650,325,1753
447,1228,1316,1158
1462,731,731,704
61,122,61,255
1044,122,825,284
448,1165,1853,485
293,293,586,1084
1692,624,714,1070
421,1805,230,22
403,671,1597,451
1531,827,128,562
740,1480,740,1639
409,1803,1621,1109
834,417,417,862
1471,1471,1471,469
1660,580,1713,706
583,488,1607,1481
1054,1914,603,348
1357,487,395,539
249,660,516,992
163,905,1460,1568
1100,815,367,1857
1166,95,514,1415
375,1670,1591,866
1423,1830,398,865
376,1660,444,965
964,964,1928,233
973,545,177,1329
745,745,1490,1310
642,642,642,991
1859,1189,901,429
696,696,696,1966
532,532,1064,1607
288,1157,223,293
1266,1512,1874,1778
904,428,1732,463
721,833,1259,803
848,848,1333,890
347,694,347,1424
1306,1206,1175,832
872,872,872,1309
39,39,78,924
1119,237,485,938
672,672,1344,433
754,754,754,1454
1178,636,1657,1380
169,169,338,680
102,204,102,1175
740,740,1480,1781
722,304,163,1488
1734,755,1257,1533
832,1498,1089,1147
813,1626,813,272
1626,1500,60,956
226,226,452,1798
107,214,107,639
223,1912,1548,639
219,1353,1037,1409
1799,1799,1799,876
382,764,382,29
1836,124,209,1778
438,1921,1593,968
468,468,468,564
386,1362,1396,663
1368,1368,1368,181
1538,1559,1830,1330
242,242,242,1845
483,966,483,1446
761,761,1522,919
1147,1062,832,1128
1226,1973,926,1347
1243,1772,164,473
1477,1316,775,218
1105,805,889,1049
382,382,382,855
990,1980,990,1240
214,955,103,1379
1402,887,1992,826
1097,682,817,901
1612,355,1911,468
1704,577,1930,1847
334,1608,539,1639
906,453,453,1372
1746,997,1899,12
483,1353,1655,683
60,60,120,525
48,523,851,96
486,243,243,1563
1759,65,389,177
1674,63,1920,1106
810,1620,810,562
814,814,1628,1021
1493,415,1921,358
1719,748,401,86
527,527,527,1181
360,1357,1384,1022
468,1964,618,1214
1410,468,699,1783
1159,151,1713,493
1106,1010,397,989
127,127,127,1707
1082,541,541,697
479,479,479,548
869,869,869,607
866,866,1732,571
1943,192,364,1450
516,1961,695,1313
1770,885,885,1699
1322,890,266,1734
710,355,355,550
1780,32,312,142
16,1955,1134,31
1737,38,974,1783
1392,1619,1847,1735
114,228,114,103
1119,273,1076,1690
35,35,70,1760
1674,1674,1674,795
71,320,401,1451
571,571,571,1364
372,186,186,532
1526,514,1297,1567
1940,1364,146,232
834,399,1438,536
1604,723,1736,1758
152,1581,475,1900
1533,847,1104,1521
957,1914,957,1514
1307,1007,200,786
1460,1502,1928,897
139,182,1075,1836
1297,525,66,1498
161,1206,1562,164
906,906,1812,1662
72,36,36,987
22,11,11,142
409,818,409,1668
1542,150,1865,887
1131,802,1933,955
239,1406,578,1505
1867,1457,653,1655
460,1781,1541,979
76,38,38,680
330,330,660,420
243,816,973,1386
1926,175,747,566
1287,96,1784,655
954,1763,378,823
127,109,243,1532
1243,1945,1629,931
652,652,652,1588
301,602,301,128
505,505,1010,1654
738,369,369,1289
1858,929,929,1057
1854,1096,1419,1382
988,1976,988,1044
35,70,35,361
649,649,1298,1594
385,586,830,766
1453,75,737,317
277,759,1006,1603
1880,1880,1880,1800
342,171,171,923
69,187,1711,780
717,999,940,807
1077,408,1710,354
774,387,387,1881
672,336,336,1364
284,1033,947,404
934,934,934,1866
1052,1079,1485,1291
396,1221,918,1505
1357,1229,1024,241
572,572,1144,644
413,260,1435,1639
719,392,1700,1226
371,62,891,374
1716,858,858,1013
1296,1973,694,1722
1466,1930,158,1220
790,1478,1255,1669
220,349,1863,936
1984,1984,1984,91
807,807,807,1523
782,782,782,1689
1664,1532,806,658
322,348,34,1098
108,1298,470,1659
784,1568,784,1564
1700,1928,248,286
1251,603,721,1184
1824,912,912,1269
1815,1513,351,197
749,1342,775,1256
1411,1411,1411,372
675,1350,675,1364
1824,1051,151,938
1378,1750,1444,1157
584,254,871,1660
108,1135,126,1127
1663,1644,534,1411
1401,1975,1257,1190
1840,806,325,1919
1134,567,567,1188
1547,1964,1477,1864
560,383,802,887
1974,1019,1282,304
1670,1670,1670,1344
137,274,137,95
472,236,236,1013
1812,906,906,1413
1937,30,934,596
982,1964,982,1722
1948,1948,1714,834
295,99,165,1900
570,1433,470,1273
1743,1606,855,1662
1631,268,1794,52
1924,1924,1924,894
115,1316,1075,280
630,630,1260,1305
1921,1326,473,434
63,63,63,1830
879,1758,879,1738
1092,546,546,48
460,460,460,210
390,55,1240,1579
967,967,1934,877
1665,753,536,1911
1886,943,943,131
303,966,4,1919
534,1068,534,188
1721,1384,170,1366
343,243,1511,1281
65,407,1359,556
1373,1130,573,171
1398,775,573,118
31,31,62,449
1605,191,907,649
825,825,1650,1960
1487,141,1252,1626
815,1630,815,1415
1734,817,937,1259
1129,169,947,1789
924,924,1848,1075
700,700,1400,1048
333,1927,884,1272
742,790,838,376
273,439,1253,1405
1887,1887,1887,485
432,432,432,24
1102,76,1362,328
268,699,247,49
735,225,330,1831
416,1860,57,1877
415,1826,1349,705
438,950,447,48
1464,1454,77,1355
236,236,472,964
696,348,348,969
142,1794,831,1646
1263,1112,1996,64
1228,1750,677,319
138,1639,1292,436
651,977,210,587
929,218,1050,1144
934,934,1868,259
1329,159,1285,1085
1597,889,1828,825
222,1507,244,311
1386,1250,618,1136
725,1148,1992,1676
246,492,246,1779
387,774,387,1915
918,485,415,1520
650,200,81,936
753,1761,1531,48
1586,184,1138,44
37,550,1670,237
619,474,388,1956
623,1246,623,1589
282,564,282,1590
348,955,1981,1547
493,453,41,1647
837,1674,837,1584
282,1675,720,320
564,564,1128,1999
318,668,426,324
1786,1028,264,1764
481,783,361,865
196,1164,287,1715
680,1360,680,1255
142,179,479,1999
1589,1454,1665,637
1450,1774,1769,1303
1529,1219,1164,1208
55,55,55,114
69,69,69,246
1798,899,899,670
78,1489,1027,1268
1536,1157,1472,509
1572,1869,1704,940
1490,1561,50,86
623,996,331,1855
1871,1775,1786,564
408,1166,402,1964
722,735,87,110
79,79,79,1610
1068,1470,761,309
986,1972,986,392
1564,354,346,1376
1520,914,654,539
1532,766,766,1723
1146,573,573,1751
951,429,260,1946
1685,1612,1088,365
1236,618,618,449
1696,848,848,1774
1148,574,574,1576
177,1644,729,1993
291,291,582,641
1856,334,838,351
57,303,48,1876
1340,845,1212,92
292,584,292,1106
454,883,818,1158
1049,436,1753,1378
984,984,1968,1892
1518,1518,1518,265
410,1973,524,675
172,173,453,752
174,1609,1584,1467
1817,1987,1766,746
1116,1116,1116,1214
582,1164,582,246
1547,379,1119,1902
1253,217,898,1575
1070,535,535,234
518,353,313,132
364,728,364,1898
834,375,1117,1576
284,568,284,1637
1101,1101,1101,1879
676,1980,1200,1266
1020,1020,1020,1064
803,1513,883,1781
259,259,259,850
342,1249,1716,1362
596,1244,543,856
410,291,207,1282
1915,1481,1719,983
1561,942,1046,1193
1685,1214,1516,1721
1632,1947,843,1584
19,19,19,1017
1806,903,903,1214
1493,1493,1493,174
373,373,373,163
216,108,108,745
724,604,1162,347
1075,1075,1075,637
81,1514,1931,1382
1599,333,1702,1231
1364,715,1373,1484
1992,209,1263,814
88,44,44,587
481,481,481,1043
1109,550,1535,324
1698,849,849,1902
630,1078,1138,881
670,1492,1808,390
299,598,299,1350
269,269,538,598
1207,29,508,19
1025,523,370,402
686,686,686,1544
1442,1602,907,192
776,776,776,938
734,734,1468,1090
488,908,685,628
210,28,1496,270
1687,1616,1012,1278
928,1534,1917,670
288,288,288,164
846,1114,420,1516
580,1280,1348,210
1915,964,1147,1788
113,1793,14,522
945,1827,485,769
972,486,486,1360
51,51,102,538
1268,634,634,115
169,690,1190,1723
813,1260,362,1277
386,1742,488,598
1359,1900,1368,320
1712,247,1511,746
379,379,758,678
1842,1910,227,1593
752,1053,670,78
1186,1459,1696,22
475,512,476,1197
456,456,456,603
1014,1289,1549,217
469,1010,1015,1867
117,1151,1806,1752
382,1692,1694,1901
1926,878,1089,632
663,663,1326,1543
1579,1586,878,46
754,377,377,1049
75,1889,1593,865
893,1557,1494,1268
1942,1882,927,545
594,756,389,1788
993,993,1986,1084
743,726,1560,270
828,828,1656,1498
843,1057,701,703
1207,1207,1207,872
1453,429,318,682
1262,631,631,186
986,1972,986,908
1283,1053,181,94
696,696,696,345
1901,35,87,29
1902,951,951,1354
1022,511,511,512
814,407,407,1304
569,1904,219,1336
1403,744,1591,1917
1950,1950,1950,761
262,1388,230,1043
1601,994,1469,910
1875,1875,1875,206
1260,284,320,417
751,316,1318,909
1412,109,1027,1206
1766,687,688,1251
1374,916,578,1228
507,396,780,258
1683,74,587,691
1576,1877,1320,411
1758,979,982,204
1846,1846,1846,427
990,468,1007,1587
354,580,976,587
463,252,247,530
1253,1079,1957,1205
848,424,424,1623
854,1708,854,1122
313,552,1034,1574
1794,1642,1741,1099
886,443,443,1222
194,194,388,1250
1377,1377,1377,1732
1098,939,925,1734
980,424,1961,1149
1425,1473,205,879
730,1639,700,399
882,1764,882,1632
585,585,1170,801
732,732,1464,1821
1994,1994,1994,1823
1183,541,517,266
974,224,748,157
1044,522,522,851
1056,1056,1056,329
1803,1803,1803,428
1920,1042,1209,1399
27,554,1996,50
247,1685,374,1214
1881,1881,1881,1578
1160,185,849,993
1743,1496,1652,1634
77,871,1961,1706
1562,1553,1728,792
1087,794,1979,1971
450,1353,96,1480
283,805,1695,1009
1510,1387,1270,750
516,516,516,224
995,995,1990,513
1726,863,863,1154
1304,171,195,366
245,1168,341,338
1336,1220,1078,711
1977,591,191,1232
198,1143,1654,297
504,11,1716,720
124,968,701,1239
414,414,828,350
423,1365,624,1936
440,1583,1964,1625
890,89,462,621
664,1651,1564,1464
550,1238,265,1150
678,534,693,280
730,1948,1627,841
281,281,562,1317
1812,1769,1360,1469
1554,1764,1351,1505
610,305,305,1776
358,1318,651,763
190,1103,415,461
169,556,478,341
682,1227,1412,631
1132,1440,266,814
181,907,1893,1185
783,783,1566,249
1354,842,156,601
71,1142,1703,1136
1356,434,606,858
1586,793,793,677
801,801,801,353
1060,530,530,829
1906,1510,982,1249
554,1108,554,448
1412,318,449,1777
171,171,342,1308
95,1309,1889,393
164,1287,448,1331
289,1923,982,225
952,952,1904,1162
9,9,9,1724
1188,594,594,533
1099,207,1861,1441
1029,1354,1266,661
1744,167,784,578
1195,1147,931,407
1118,559,559,1609
472,90,220,49
1418,574,1679,442
1830,263,225,688
697,1262,260,291
1975,1462,974,56
1345,1282,1987,513
622,161,1379,574
814,262,879,431
268,666,1666,1593
1460,646,1636,18
1156,578,578,379
691,1091,1312,647
851,1803,198,1794
1837,526,1538,1534
86,1707,423,1174
516,1273,1346,1280
1394,477,1228,1181
1738,1875,34,22
815,865,1726,96
750,1478,1374,1685
523,297,1675,1157
1588,1588,1588,1489
1728,1832,1686,120
1962,106,1608,277
149,232,824,1538
229,229,458,1826
1118,536,1542,1008
1194,1015,1148,1595
1628,1619,1347,990
475,475,475,487
484,968,484,1461
789,1011,1742,1563
1043,1321,448,749
1968,984,984,1602
940,940,1880,1567
969,742,685,727
1801,1070,21,1585
1643,1878,354,1424
434,189,757,35
32,919,1463,1123
1592,796,796,1608
122,122,244,400
293,1844,643,1435
1084,1495,1988,211
99,99,198,1047
1737,1737,1737,88
1576,788,788,1368
761,865,1894,819
453,982,1378,1892
123,2000,1080,1148
285,285,570,1608
1519,89,961,1908
542,1198,1590,683
101,860,638,236
1706,1416,1276,1615
837,1354,869,171
377,1863,1419,949
717,717,1434,1766
1912,783,8,1418
1390,695,695,876
1472,736,736,977
436,218,218,111
329,1709,485,942
888,888,1776,34
768,772,831,338
521,1516,997,1291
1872,936,936,1053
1614,807,807,226
1542,1833,928,1411
408,816,408,1070
320,320,320,898
904,91,715,441
1467,1467,1467,1672
382,382,764,1191
658,329,329,1400
85,170,85,1242
600,1637,878,1270
1427,300,40,124
967,720,920,264
731,1577,618,408
1596,998,1252,319
1935,921,1295,177
131,760,1261,491
504,869,660,369
566,1335,1099,320
1712,81,578,1232
1834,917,917,1500
1923,10,1396,1601
727,553,801,1900
1438,640,1948,501
845,1182,640,1214
1540,1634,1984,1872
987,1968,1558,1895
1909,1909,1909,349
1184,1620,1302,27
1890,333,511,812
1334,393,470,284
1647,10,1533,637
686,1372,686,728
737,543,976,1271
1981,1268,233,661
1464,1625,1948,1404
159,662,431,1326
881,1762,881,828
65,130,65,1115
1452,1978,639,188
609,609,609,432
427,427,854,697
1802,1189,1367,475
1103,1103,1103,1001
641,170,96,805
1088,1447,122,756
689,506,1417,393
1782,891,891,1203
309,625,1782,138
801,801,1602,1871
1938,1938,1938,1928
131,939,221,1141
394,788,394,226
807,1614,807,203
747,747,1494,1586
83,166,83,846
1943,359,910,368
207,414,207,530
833,1467,411,1878
1238,643,1964,352
1412,706,706,422
1692,1719,501,1007
938,469,469,1125
610,610,1220,310
1220,996,616,1880
56,56,56,261
38,76,38,1929
61,61,122,240
382,382,764,546
1929,1173,1755,1909
66,314,209,1811
380,190,190,954
822,411,411,1948
965,1017,484,304
30,15,15,651
1898,75,508,30
1507,950,368,1896
422,1335,296,699
1645,661,380,1192
929,1858,929,1626
1435,59,214,1296
1009,1126,32,140
1885,1075,1198,1163
13,339,427,112
1114,557,557,914
1626,989,450,1544
53,1818,1528,342
1560,951,54,242
247,68,154,189
152,76,76,570
1046,1412,1700,1137
432,631,428,929
135,434,1086,447
358,1103,1640,175
1783,1600,1800,9
996,498,498,751
179,5,267,1693
519,519,1038,533
1116,558,558,1294
781,1562,781,438
426,1515,824,165
962,233,1410,341
460,460,920,1640
59,118,59,985
18,1316,1610,589
1344,672,672,837
1484,1755,1067,1293
766,766,766,122
1164,1859,831,1285
1457,1505,482,156
1212,606,606,797
429,429,429,1276
514,978,1901,611
715,347,1618,1099
416,1194,1586,1044
1472,1289,1947,1143
